PROV_CODE,AMP_CODE,TAM_CODE,PROV_NAMT,PROV_NAME,AMP_NAMT,AMP_NAME,TAM_NAMT,TAM_NAME,PA,tumbol_ID,amenity,name,name_th,layer
50,1,3,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,หายยา,HAI YA,5001,500103,dentist,,,dentists
34,1,1,อุบลราชธานี,UBON RATCHATHANI,เมืองอุบลราชธานี,MUEANG UBON RATCHATHANI,ในเมือง,NAI MUEANG,3401,340101,dentist,คลินิกทันตกรรม คูลล์ สมายล์,คลินิกทันตกรรม คูลล์ สมายล์,dentists
50,4,1,เชียงใหม่,CHIANG MAI,เชียงดาว,CHIANG DAO,เชียงดาว,CHIANG DAO,5004,500401,dentist,Chiangdao dental clinic,,dentists
35,1,4,ยโสธร,YASOTHON,เมืองยโสธร,MUEANG YASOTHON,สำราญ,SAMRAN,3501,350104,dentist,บ้านหมอฟัน,บ้านหมอฟัน,dentists
10,47,1,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,บางนา,BANG NA,1047,104701,dentist,Absolute Dental Clinic,,dentists
33,4,16,ศรีสะเกษ,SI SA KET,กันทรลักษ์,KANTHARALAK,หนองหญ้าลาด,NONG YA LAT,3304,330416,dentist,Dental Plus,,dentists
20,1,4,ชลบุรี,CHON BURI,เมืองชลบุรี,MUEANG CHON BURI,แสนสุข,SAEN SUK,2001,200104,dentist,ESTE Dental Clinic,,dentists
25,2,11,ปราจีนบุรี,PRACHIN BURI,กบินทร์บุรี,KABIN BURI,หนองกี่,NONG KI,2502,250211,dentist,หมอปริญรัตน์,,dentists
25,2,11,ปราจีนบุรี,PRACHIN BURI,กบินทร์บุรี,KABIN BURI,หนองกี่,NONG KI,2502,250211,dentist,คลีนิกทันตกรรมพร้อมยิ้ม,,dentists
50,1,5,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ช้างคลาน,CHANG KHLAN,5001,500105,dentist,Fortune Dental Clinic,,dentists
50,13,13,เชียงใหม่,CHIANG MAI,สันกำแพง,SAN KAMPHAENG,สันกลาง,SAN KLANG,5013,501313,dentist,Mint Dental Clinic,,dentists
50,13,1,เชียงใหม่,CHIANG MAI,สันกำแพง,SAN KAMPHAENG,สันกำแพง,SAN KAMPHAENG,5013,501301,dentist,คลินิกทันตกรรม เลิฟลี่ สไมล์,คลินิกทันตกรรม เลิฟลี่ สไมล์,dentists
32,5,1,สุรินทร์,SURIN,ปราสาท,PRASAT,กังแอน,KANG AEN,3205,320501,dentist,คลินิกบ้านฟันดี,,dentists
70,1,1,ราชบุรี,RATCHABURI,เมืองราชบุรี,MUEANG RATCHABURI,หน้าเมือง,NA MUEANG,7001,700101,dentist,มัณฑนา ทันตแพทย์ 2,,dentists
50,1,8,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,สุเทพ,SUTHEP,5001,500108,dentist,อีเดน คลินิกเวชกรรม,อีเดน คลินิกเวชกรรม,dentists
50,1,8,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,สุเทพ,SUTHEP,5001,500108,dentist,คลินิกทันตกรรม ดับเบิ้ลยู เชียงใหม่,คลินิกทันตกรรม ดับเบิ้ลยู เชียงใหม่,dentists
50,1,8,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,สุเทพ,SUTHEP,5001,500108,dentist,Chain,,dentists
57,1,1,เชียงราย,CHIANG RAI,เมืองเชียงราย,MUEANG CHIANG RAI,เวียง,WIANG,5701,570101,dentist,ทันตรักษ์คลินิค,,dentists
10,6,1,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คลองจั่น,KHLONG CHAN,1006,100601,dentist,ศูนย์ทันตกรรมแฟมิลี่ คลองจั่น,,dentists
12,1,1,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,สวนใหญ่,SUAN YAI,1201,120101,dentist,The Orange Dental Clinic,,dentists
10,8,2,กรุงเทพมหานคร,BANGKOK,ป้อมปราบศัตรูพ่าย,POM PRAP SATTRU PHAI,วัดเทพศิรินทร์,WAT THEPSIRIN,1008,100802,dentist,SML Dental Clinic,,dentists
10,45,4,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,พลับพลา,PHLAPPHLA,1045,104504,dentist,YDC Dental Clinic คลินิกทันตกรรมวายดีซี,,dentists
84,1,3,สุราษฎร์ธานี,SURAT THANI,เมืองสุราษฎร์ธานี,MUEANG SURAT THANI,วัดประดู่,WAT PRADU,8401,840103,dentist,คลีนิคฟันยิ้ม,,dentists
91,5,1,สตูล,SATUN,ละงู,LA-NGU,กำแพง,KAMPHAENG,9105,910501,dentist,คลินิกทัตแพทย์บุหลัน,,dentists
53,1,1,อุตรดิตถ์,UTTARADIT,เมืองอุตรดิตถ์,MUEANG UTTARADIT,ท่าอิฐ,THA IT,5301,530101,dentist,บ้านฟันดี,,dentists
10,38,2,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,จรเข้บัว,CHORAKHE BUA,1038,103802,dentist,Smile Map Dental Clinic,,dentists
10,30,3,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,จันทรเกษม,CHANTHARAKASEM,1030,103003,dentist,Molar Molar Dental Clinic,,dentists
83,1,1,ภูเก็ต,PHUKET,เมืองภูเก็ต,MUEANG PHUKET,ตลาดใหญ่,TALAT YAI,8301,830101,dentist,Sweet Dental Clinic - คลินิกทันตกรรมสวีทเด็นทัล,,dentists
11,1,10,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,แพรกษา,PHRAEKSA,1101,110110,dentist,iDENTCITY Dental Clinic,,dentists
11,1,10,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,แพรกษา,PHRAEKSA,1101,110110,dentist,YimPimJai Dental Clinic,คลินิกทันตกรรมยิ้มพิมพ์ใจ,dentists
83,3,1,ภูเก็ต,PHUKET,ถลาง,THALANG,เทพกระษัตรี,THEP KRASATTRI,8303,830301,dentist,,,dentists
57,1,1,เชียงราย,CHIANG RAI,เมืองเชียงราย,MUEANG CHIANG RAI,เวียง,WIANG,5701,570101,dentist,,,dentists
57,1,1,เชียงราย,CHIANG RAI,เมืองเชียงราย,MUEANG CHIANG RAI,เวียง,WIANG,5701,570101,dentist,คลินิก ยิ้มแฉ่ง เจียงฮาย,คลินิก ยิ้มแฉ่ง เจียงฮาย,dentists
22,1,2,จันทบุรี,CHANTHABURI,เมืองจันทบุรี,MUEANG CHANTHABURI,วัดใหม่,WAT MAI,2201,220102,dentist,,,dentists
10,39,2,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คลองตันเหนือ,KHLONG TAN NUEA,1039,103902,dentist,Dentalwise,,dentists
10,39,3,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,พระโขนงเหนือ,PHRA KHANONG NUEA,1039,103903,dentist,Habito Dental Clinic,,dentists
83,3,2,ภูเก็ต,PHUKET,ถลาง,THALANG,ศรีสุนทร,SI SUNTHON,8303,830302,dentist,,,dentists
13,6,3,ปทุมธานี,PATHUM THANI,ลำลูกกา,LAM LUK KA,บึงคำพร้อย,BUENG KHAM PHROI,1306,130603,dentist,VVP Dental Clinic - คลินิกทันตกรรมวีวีพี,,dentists
41,1,1,อุดรธานี,UDON THANI,เมืองอุดรธานี,MUEANG UDON THANI,หมากแข้ง,MAK KHAENG,4101,410101,dentist,Smileline,,dentists
83,1,3,ภูเก็ต,PHUKET,เมืองภูเก็ต,MUEANG PHUKET,เกาะแก้ว,KO KAEO,8301,830103,dentist,Great smile,,dentists
33,1,2,ศรีสะเกษ,SI SA KET,เมืองศรีสะเกษ,MUEANG SI SA KET,เมืองใต้,MUEANG TAI,3301,330102,dentist,คลีนิกหมออรรถพล,,dentists
83,1,6,ภูเก็ต,PHUKET,เมืองภูเก็ต,MUEANG PHUKET,ฉลอง,CHALONG,8301,830106,dentist,,,dentists
83,1,3,ภูเก็ต,PHUKET,เมืองภูเก็ต,MUEANG PHUKET,เกาะแก้ว,KO KAEO,8301,830103,dentist,Great smile,,dentists
83,1,6,ภูเก็ต,PHUKET,เมืองภูเก็ต,MUEANG PHUKET,ฉลอง,CHALONG,8301,830106,dentist,,,dentists
10,12,4,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,บางโพงพาง,BANG PHONGPHANG,1012,101204,dentist,Harmony Smile,,dentists
11,1,15,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,เทพารักษ์,THEPHARAK,1101,110115,dentist,เทพรินททันตแพทย์,,dentists
20,4,2,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004,200402,doctors,RC Clinic,,doctors
20,4,2,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004,200402,doctors,OP Clinic,,doctors
20,4,2,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004,200402,doctors,Chanya,,doctors
40,1,1,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,ในเมือง,NAI MUEANG,4001,400101,doctors,คลินิกแพทย์เซนต์ปอลส์,คลินิกแพทย์เซนต์ปอลส์,doctors
40,1,1,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,ในเมือง,NAI MUEANG,4001,400101,doctors,คลินิกเด็ก นายแพทย์มนัส,คลินิกเด็ก นายแพทย์มนัส,doctors
40,1,1,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,ในเมือง,NAI MUEANG,4001,400101,doctors,คลินิกศัลยกรรมตกแต่ง น.พ. บวรศิลป์,คลินิกศัลยกรรมตกแต่ง น.พ. บวรศิลป์,doctors
40,1,1,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,ในเมือง,NAI MUEANG,4001,400101,doctors,ศูนย์เจตบุตร,ศูนย์เจตบุตร,doctors
40,1,1,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,ในเมือง,NAI MUEANG,4001,400101,doctors,หมอวิฑูรย์,หมอวิฑูรย์,doctors
40,1,1,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,ในเมือง,NAI MUEANG,4001,400101,doctors,หมอรัตนาและหมอพัชรี,หมอรัตนาและหมอพัชรี,doctors
50,1,5,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ช้างคลาน,CHANG KHLAN,5001,500105,doctors,ลอยเคราะห์คลินิก,ลอยเคราะห์คลินิก,doctors
12,1,4,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,บางกระสอ,BANG KRASO,1201,120104,doctors,นนทเวช สหคลินิก,,doctors
90,11,1,สงขลา,SONGKHLA,หาดใหญ่,HAT YAI,หาดใหญ่,HAT YAI,9011,901101,doctors,โพลีคลินิคเพชระหาดใหญ่,,doctors
40,1,1,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,ในเมือง,NAI MUEANG,4001,400101,doctors,คลินิกเวชกรรมหน้าเมือง,คลินิกเวชกรรมหน้าเมือง,doctors
40,1,1,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,ในเมือง,NAI MUEANG,4001,400101,doctors,ขอนแก่นแล็บ,ขอนแก่นแล็บ,doctors
52,8,5,ลำปาง,LAMPANG,เถิน,THOEN,เวียงมอก,WIANG MOK,5208,520805,doctors,,,doctors
40,1,1,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,ในเมือง,NAI MUEANG,4001,400101,doctors,คลีนิกหมอเมธี อ่อนจันทร์,คลีนิกหมอเมธี อ่อนจันทร์,doctors
20,6,1,ชลบุรี,CHON BURI,พนัสนิคม,PHANAT NIKHOM,พนัสนิคม,PHANAT NIKHOM,2006,200601,doctors,,,doctors
50,5,9,เชียงใหม่,CHIANG MAI,ดอยสะเก็ด,DOI SAKET,แม่คือ,MAE KHUE,5005,500509,doctors,,,doctors
64,6,1,สุโขทัย,SUKHOTHAI,ศรีสำโรง,SI SAMRONG,คลองตาล,KHLONG TAN,6406,640601,doctors,,,doctors
64,6,1,สุโขทัย,SUKHOTHAI,ศรีสำโรง,SI SAMRONG,คลองตาล,KHLONG TAN,6406,640601,doctors,,,doctors
64,6,1,สุโขทัย,SUKHOTHAI,ศรีสำโรง,SI SAMRONG,คลองตาล,KHLONG TAN,6406,640601,doctors,,,doctors
50,1,5,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ช้างคลาน,CHANG KHLAN,5001,500105,doctors,คลีนิก ชนะการ เมตตาภรณ์,,doctors
50,12,6,เชียงใหม่,CHIANG MAI,สันป่าตอง,SAN PA TONG,บ้านแม,BAN MAE,5012,501206,doctors,,,doctors
20,4,2,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004,200402,doctors,89 Medical Clinic,,doctors
50,22,5,เชียงใหม่,CHIANG MAI,แม่วาง,MAE WANG,ดอนเปา,DON PAO,5022,502205,doctors,,,doctors
50,15,10,เชียงใหม่,CHIANG MAI,หางดง,HANG DONG,บ้านปง,BAN PONG,5015,501510,doctors,,,doctors
10,50,1,กรุงเทพมหานคร,BANGKOK,บางบอน,BANG BON,บางบอน,BANG BON,1050,105001,doctors,เอกชัยคลินิก,,doctors
20,4,8,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,นาเกลือ,NA KLUEA,2004,200408,doctors,Loma Clinic,,doctors
50,1,1,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ศรีภูมิ,SI PHUM,5001,500101,doctors,คลินิคหมอจรูญ,คลินิคหมอจรูญ,doctors
64,9,3,สุโขทัย,SUKHOTHAI,ทุ่งเสลี่ยม,THUNG SALIAM,ทุ่งเสลี่ยม,THUNG SALIAM,6409,640903,doctors,,,doctors
50,1,12,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ท่าศาลา,THA SALA,5001,500112,doctors,,,doctors
52,13,2,ลำปาง,LAMPANG,เมืองปาน,MUEANG PAN,บ้านขอ,BAN KHO,5213,521302,doctors,,,doctors
52,13,3,ลำปาง,LAMPANG,เมืองปาน,MUEANG PAN,ทุ่งกว๋าว,THUNG KHWAO,5213,521303,doctors,,,doctors
50,13,13,เชียงใหม่,CHIANG MAI,สันกำแพง,SAN KAMPHAENG,สันกลาง,SAN KLANG,5013,501313,doctors,,,doctors
12,6,12,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คลองเกลือ,KHLONG KLUEA,1206,120612,doctors,Clinic 58,,doctors
12,6,12,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คลองเกลือ,KHLONG KLUEA,1206,120612,doctors,Prime' Clinic,,doctors
12,6,12,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คลองเกลือ,KHLONG KLUEA,1206,120612,doctors,วงศ์ษฎาคลินิก,,doctors
12,6,12,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คลองเกลือ,KHLONG KLUEA,1206,120612,doctors,ศูนย์การแพทย์เมืองทองธานี,,doctors
12,6,3,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บ้านใหม่,BAN MAI,1206,120603,doctors,คลินิกเวชกรรมเฉพาะทางแฮปปี้โฮม,,doctors
12,6,3,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บ้านใหม่,BAN MAI,1206,120603,doctors,ปัทมา,,doctors
12,6,3,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บ้านใหม่,BAN MAI,1206,120603,doctors,นันทนาคลีนิค,,doctors
20,6,1,ชลบุรี,CHON BURI,พนัสนิคม,PHANAT NIKHOM,พนัสนิคม,PHANAT NIKHOM,2006,200601,doctors,,,doctors
20,6,9,ชลบุรี,CHON BURI,พนัสนิคม,PHANAT NIKHOM,กุฎโง้ง,KUT NGONG,2006,200609,doctors,หมอสันทนา (gynaecologist),,doctors
50,1,10,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ป่าแดด,PA DAET,5001,500110,doctors,,,doctors
84,1,2,สุราษฎร์ธานี,SURAT THANI,เมืองสุราษฎร์ธานี,MUEANG SURAT THANI,มะขามเตี้ย,MAKHAM TIA,8401,840102,doctors,,,doctors
84,4,7,สุราษฎร์ธานี,SURAT THANI,เกาะสมุย,KO SAMUI,แม่น้ำ,MAENAM,8404,840407,doctors,,,doctors
73,7,1,นครปฐม,NAKHON PATHOM,พุทธมณฑล,PHUTTHAMONTHON,ศาลายา,SALA YA,7307,730701,doctors,คลินิกแพทย์มารุต,,doctors
84,4,1,สุราษฎร์ธานี,SURAT THANI,เกาะสมุย,KO SAMUI,อ่างทอง,ANG THONG,8404,840401,doctors,Clinic Dr. Pisanu,,doctors
84,4,1,สุราษฎร์ธานี,SURAT THANI,เกาะสมุย,KO SAMUI,อ่างทอง,ANG THONG,8404,840401,doctors,Eye Doctor,,doctors
64,9,2,สุโขทัย,SUKHOTHAI,ทุ่งเสลี่ยม,THUNG SALIAM,ไทยชนะศึก,THAI CHANA SUEK,6409,640902,doctors,,,doctors
20,4,8,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,นาเกลือ,NA KLUEA,2004,200408,doctors,,,doctors
10,7,4,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ลุมพินี,LUMPHINI,1007,100704,doctors,Pain Solution,,doctors
10,7,4,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ลุมพินี,LUMPHINI,1007,100704,doctors,The signature clinic,,doctors
10,14,1,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,สามเสนใน,SAM SEN NAI,1014,101401,doctors,ราชพฤกษ์คลินิก,ราชพฤกษ์คลินิก,doctors
10,38,2,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,จรเข้บัว,CHORAKHE BUA,1038,103802,doctors,พฤษาคลีนิค,,doctors
10,39,2,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คลองตันเหนือ,KHLONG TAN NUEA,1039,103902,doctors,lollana,,doctors
10,39,2,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คลองตันเหนือ,KHLONG TAN NUEA,1039,103902,doctors,casa derma,,doctors
57,11,6,เชียงราย,CHIANG RAI,เวียงป่าเป้า,WIANG PA PAO,แม่เจดีย์,MAE CHEDI,5711,571106,doctors,แม่ขะจานคลินิก,แม่ขะจานคลินิก,doctors
57,7,8,เชียงราย,CHIANG RAI,แม่จัน,MAE CHAN,ป่าตึง,PA TUENG,5707,570708,doctors,คลีนิคการพยาบาล,,doctors
57,7,1,เชียงราย,CHIANG RAI,แม่จัน,MAE CHAN,แม่จัน,MAE CHAN,5707,570701,doctors,พยาบาลผดุงครรภ์ อำไพ,,doctors
57,7,8,เชียงราย,CHIANG RAI,แม่จัน,MAE CHAN,ป่าตึง,PA TUENG,5707,570708,doctors,สถานพยาบาล,,doctors
57,7,8,เชียงราย,CHIANG RAI,แม่จัน,MAE CHAN,ป่าตึง,PA TUENG,5707,570708,doctors,สมัยคลินิคการพยาบาล,,doctors
57,7,8,เชียงราย,CHIANG RAI,แม่จัน,MAE CHAN,ป่าตึง,PA TUENG,5707,570708,doctors,ห้วยยาโนคลินิค,,doctors
57,7,1,เชียงราย,CHIANG RAI,แม่จัน,MAE CHAN,แม่จัน,MAE CHAN,5707,570701,doctors,ศูนย์สาธารณสุขมูลฐานชุมชน บ้านเด่นป่าสัก,,doctors
57,7,1,เชียงราย,CHIANG RAI,แม่จัน,MAE CHAN,แม่จัน,MAE CHAN,5707,570701,doctors,แพทย์ประสิทธิ,แพทย์ประสิทธิ,doctors
57,7,1,เชียงราย,CHIANG RAI,แม่จัน,MAE CHAN,แม่จัน,MAE CHAN,5707,570701,doctors,ณเรศการแพทย์,ณเรศการแพทย์,doctors
57,7,1,เชียงราย,CHIANG RAI,แม่จัน,MAE CHAN,แม่จัน,MAE CHAN,5707,570701,doctors,แพทย์นพดล,แพทย์นพดล,doctors
57,1,3,เชียงราย,CHIANG RAI,เมืองเชียงราย,MUEANG CHIANG RAI,บ้านดู่,BAN DU,5701,570103,doctors,วัฒน์การแพทย์,,doctors
84,4,5,สุราษฎร์ธานี,SURAT THANI,เกาะสมุย,KO SAMUI,มะเร็ต,MARET,8404,840405,doctors,Dr.Nic,,doctors
57,12,1,เชียงราย,CHIANG RAI,พญาเม็งราย,PHAYA MENGRAI,แม่เปา,MAE PAO,5712,571201,doctors,,,doctors
50,23,2,เชียงใหม่,CHIANG MAI,แม่ออน,MAE ON,ออนกลาง,ON KLANG,5023,502302,doctors,,,doctors
50,1,7,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ช้างเผือก,CHANG PHUEAK,5001,500107,doctors,คลีนิค หมอก่อกู้,,doctors
50,1,1,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ศรีภูมิ,SI PHUM,5001,500101,doctors,,,doctors
41,1,4,อุดรธานี,UDON THANI,เมืองอุดรธานี,MUEANG UDON THANI,หนองบัว,NONG BUA,4101,410104,doctors,หมอไพโรจน์,หมอไพโรจน์,doctors
41,1,1,อุดรธานี,UDON THANI,เมืองอุดรธานี,MUEANG UDON THANI,หมากแข้ง,MAK KHAENG,4101,410101,doctors,หมอศุภโชค,,doctors
77,7,1,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,หัวหิน,HUA HIN,หัวหิน,HUA HIN,7707,770701,doctors,หมอสุเมธ,หมอสุเมธ,doctors
12,6,3,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บ้านใหม่,BAN MAI,1206,120603,doctors,Charmante Clinique,ชามองต์ คลินิก,doctors
12,6,3,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บ้านใหม่,BAN MAI,1206,120603,doctors,Lily Aesthetic Clinic,ลิลลี่เอสเทติกคลินิกเวชกรรม,doctors
12,6,3,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บ้านใหม่,BAN MAI,1206,120603,doctors,Medisis Clinic,เมดิซิสคลินิก,doctors
50,1,8,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,สุเทพ,SUTHEP,5001,500108,doctors,ห้วยแก้วคลินิค,ห้วยแก้วคลินิค,doctors
50,7,1,เชียงใหม่,CHIANG MAI,แม่ริม,MAE RIM,ริมใต้,RIM TAI,5007,500701,doctors,,,doctors
77,7,1,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,หัวหิน,HUA HIN,หัวหิน,HUA HIN,7707,770701,doctors,คลีนิกศรีสมัยการแพทย์,คลีนิกศรีสมัยการแพทย์,doctors
50,5,10,เชียงใหม่,CHIANG MAI,ดอยสะเก็ด,DOI SAKET,ตลาดใหญ่,TALAT YAI,5005,500510,doctors,คลินิกหมอสุรพงษ์,,doctors
50,14,12,เชียงใหม่,CHIANG MAI,สันทราย,SAN SAI,ป่าไผ่,PA PHAI,5014,501412,doctors,คลินิกสวนดอก,คลินิกสวนดอก,doctors
50,14,8,เชียงใหม่,CHIANG MAI,สันทราย,SAN SAI,หนองหาร,NONG HAN,5014,501408,doctors,คลินิกหมอกร,คลินิกหมอกร,doctors
50,14,8,เชียงใหม่,CHIANG MAI,สันทราย,SAN SAI,หนองหาร,NONG HAN,5014,501408,doctors,หมอประมวล,หมอประมวล,doctors
50,1,3,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,หายยา,HAI YA,5001,500103,doctors,ช่างหล่อคลินิกการแพทย์แผนไทย,ช่างหล่อคลินิกการแพทย์แผนไทย,doctors
50,14,8,เชียงใหม่,CHIANG MAI,สันทราย,SAN SAI,หนองหาร,NONG HAN,5014,501408,doctors,งามวงศ์ คลินิกเวชกรรม,งามวงศ์ คลินิกเวชกรรม,doctors
50,14,8,เชียงใหม่,CHIANG MAI,สันทราย,SAN SAI,หนองหาร,NONG HAN,5014,501408,doctors,คลีนิกหมอสวนดอก,คลีนิกหมอสวนดอก,doctors
64,9,3,สุโขทัย,SUKHOTHAI,ทุ่งเสลี่ยม,THUNG SALIAM,ทุ่งเสลี่ยม,THUNG SALIAM,6409,640903,doctors,,,doctors
50,1,6,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,วัดเกต,WAT KET,5001,500106,doctors,เชียงใหม่คริสเตียนคลินิค,เชียงใหม่คริสเตียนคลินิค,doctors
50,1,8,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,สุเทพ,SUTHEP,5001,500108,doctors,คลินิกหมอธเนศ เวชกรรม,คลินิกหมอธเนศ เวชกรรม,doctors
50,15,9,เชียงใหม่,CHIANG MAI,หางดง,HANG DONG,หนองควาย,NONG KHWAI,5015,501509,doctors,คลินิก สวนดอกการแพทย์2,คลินิก สวนดอกการแพทย์2,doctors
50,1,4,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ช้างม่อย,CHANG MOI,5001,500104,doctors,คุณหมอ,,doctors
50,1,4,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ช้างม่อย,CHANG MOI,5001,500104,doctors,ชูชัยคลีนิค,ชูชัยคลีนิค,doctors
50,1,11,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,หนองหอย,NONG HOI,5001,500111,doctors,พิมลการแพทย์,พิมลการแพทย์,doctors
40,1,1,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,ในเมือง,NAI MUEANG,4001,400101,doctors,คลินิกเด็ก นพ. สุรศักดิ์ ตั้งศรีเสรี,คลินิกเด็ก นพ. สุรศักดิ์ ตั้งศรีเสรี,doctors
77,4,1,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,บางสะพาน,BANG SAPHAN,กำเนิดนพคุณ,KAMNOET NOPPHAKHUN,7704,770401,doctors,,,doctors
51,1,12,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,บ้านกลาง,BAN KLANG,5101,510112,doctors,คลินิกกาดอินทร หมอบารมี,คลินิกกาดอินทร หมอบารมี,doctors
50,12,1,เชียงใหม่,CHIANG MAI,สันป่าตอง,SAN PA TONG,ยุหว่า,YU WA,5012,501201,doctors,,,doctors
50,12,7,เชียงใหม่,CHIANG MAI,สันป่าตอง,SAN PA TONG,บ้านกลาง,BAN KLANG,5012,501207,doctors,คลินิกหมอเจษฎา,คลินิกหมอเจษฎา,doctors
50,1,8,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,สุเทพ,SUTHEP,5001,500108,doctors,คลินิกหมอสวนดอก แม่เหียะเวชกรรม,คลินิกหมอสวนดอก แม่เหียะเวชกรรม,doctors
92,1,1,ตรัง,TRANG,เมืองตรัง,MUEANG TRANG,ทับเที่ยง,THAP THIANG,9201,920101,doctors,คลินิกแพทย์สันต์,คลินิกแพทย์สันต์,doctors
